[TIMER] ENHSP Planning Time Plan1: Elapsed time: 0.9243 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 3.7874 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 4.8532 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 6.4366 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 8.3962 seconds
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 10.2858 seconds
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 12.1318 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 14.4188 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 16.5291 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 18.1943 seconds
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 20.1243 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 21.8577 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 23.6170 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 23.7279 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 25.4393 seconds
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 27.3014 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 29.7823 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 31.7888 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 33.4372 seconds
[TIMER] TEMPest Planning Time for Plan20: Elapsed time: 34.4940 seconds
