[TIMER] ENHSP Planning Time Plan1: Elapsed time: 0.4435 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 1.0168 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 1.1496 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 1.2057 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 1.3474 seconds
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 1.4055 seconds
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 1.5423 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 1.6658 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 1.7260 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 1.8667 seconds
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 1.9879 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 2.0964 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 2.1502 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 2.2937 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 2.4311 seconds
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 2.5462 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 2.6850 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 3.0010 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 3.1647 seconds
