[TIMER] ENHSP Planning Time Plan1: Elapsed time: 0.4264 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 1.1290 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 1.2677 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 1.3889 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 1.5190 seconds
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 1.6415 seconds
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 1.7466 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 1.8487 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 1.9674 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 2.0240 seconds
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 2.1514 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 2.2923 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 2.4600 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 2.5198 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 2.6427 seconds
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 2.7637 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 2.8280 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 3.1747 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 3.3158 seconds
