[TIMER] ENHSP Planning Time Plan1: Elapsed time: 1.2226 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 4.6188 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 6.4227 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 7.5414 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 8.9073 seconds
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 11.0367 seconds
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 13.2437 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 14.8881 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 16.4804 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 18.0175 seconds
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 19.6082 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 21.3886 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 21.5009 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 23.1889 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 25.1788 seconds
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 25.2873 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 27.7414 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 29.3832 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 31.3610 seconds
[TIMER] TEMPest Planning Time for Plan20: Elapsed time: 33.1353 seconds
