[TIMER] ENHSP Planning Time Plan1: Elapsed time: 17.2418 ± 0.1982
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 677.2456 ± 81.8273
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 719.1693 ± 83.4125
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 732.9382 ± 85.0987
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 749.8326 ± 86.5432
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 778.1534 ± 88.2171
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 796.6302 ± 89.6543
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 815.3986 ± 91.0384
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 825.5261 ± 92.7215
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 838.1968 ± 94.3056
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 855.9758 ± 96.0124
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 869.4411 ± 97.5831
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 885.1336 ± 99.2047
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 904.7138 ± 101.0382
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 934.3133 ± 103.2476
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 951.8550 ± 105.1123
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 968.7697 ± 107.0094
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 986.4904 ± 109.3345
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 1009.1436 ± 110.8721
[TIMER] TEMPest Planning Time for Plan20: Elapsed time: 1027.7720 ± 112.2890

