[TIMER] ENHSP Planning Time Plan1: Elapsed time: 0.9046 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 4.0964 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 5.3857 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 6.6711 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 7.6815 seconds
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 9.2273 seconds
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 11.4582 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 12.8705 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 15.0642 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 16.5866 seconds
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 18.1670 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 19.5970 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 21.1270 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 23.4019 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 24.6031 seconds
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 26.6027 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 28.6829 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 30.1229 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 31.4958 seconds
[TIMER] TEMPest Planning Time for Plan20: Elapsed time: 33.0416 seconds
