[TIMER] ENHSP Planning Time Plan1: Elapsed time: 1.7894 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 6.2829 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 8.6010 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 10.7475 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 13.0570 seconds
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 16.0698 seconds
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 18.3360 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 20.8745 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 23.2256 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 25.6285 seconds
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 27.5264 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 30.0807 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 32.8819 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 35.2588 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 37.0798 seconds
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 38.8355 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 41.1337 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 42.9391 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 45.6325 seconds
[TIMER] TEMPest Planning Time for Plan20: Elapsed time: 49.9246 seconds
