[TIMER] ENHSP Planning Time Plan1: Elapsed time: 0.3981 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 0.9465 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 1.0298 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 1.1267 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 1.2296 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 1.8143 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 1.9357 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 2.0779 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 2.3551 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 2.5057 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 2.6448 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 2.7599 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 2.9764 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 3.0865 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 3.2264 seconds
[TIMER] TEMPest Planning Time for Plan20: Elapsed time: 3.3694 seconds
