[TIMER] ENHSP Planning Time Plan1: Elapsed time: 1.7852 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 5.7070 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 7.5744 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 9.3696 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 11.1489 seconds
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 13.2286 seconds
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 15.0397 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 17.0123 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 19.1632 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 22.2066 seconds
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 24.2479 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 26.8035 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 28.3837 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 32.0245 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 34.3066 seconds
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 34.4365 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 35.9414 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 36.0640 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 38.4619 seconds
[TIMER] TEMPest Planning Time for Plan20: Elapsed time: 41.3077 seconds
