[TIMER] ENHSP Planning Time Plan1: Elapsed time: 1.2403 seconds
[TIMER] TEMPest Planning Time for Plan2: Elapsed time: 5.4225 seconds
[TIMER] TEMPest Planning Time for Plan3: Elapsed time: 6.8865 seconds
[TIMER] TEMPest Planning Time for Plan4: Elapsed time: 9.0258 seconds
[TIMER] TEMPest Planning Time for Plan5: Elapsed time: 10.8313 seconds
[TIMER] TEMPest Planning Time for Plan6: Elapsed time: 12.8372 seconds
[TIMER] TEMPest Planning Time for Plan7: Elapsed time: 14.9636 seconds
[TIMER] TEMPest Planning Time for Plan8: Elapsed time: 16.9479 seconds
[TIMER] TEMPest Planning Time for Plan9: Elapsed time: 18.4623 seconds
[TIMER] TEMPest Planning Time for Plan10: Elapsed time: 20.2428 seconds
[TIMER] TEMPest Planning Time for Plan11: Elapsed time: 21.7112 seconds
[TIMER] TEMPest Planning Time for Plan12: Elapsed time: 23.2495 seconds
[TIMER] TEMPest Planning Time for Plan13: Elapsed time: 25.1623 seconds
[TIMER] TEMPest Planning Time for Plan14: Elapsed time: 27.5029 seconds
[TIMER] TEMPest Planning Time for Plan15: Elapsed time: 29.6654 seconds
[TIMER] TEMPest Planning Time for Plan16: Elapsed time: 31.5441 seconds
[TIMER] TEMPest Planning Time for Plan17: Elapsed time: 33.1100 seconds
[TIMER] TEMPest Planning Time for Plan18: Elapsed time: 34.6975 seconds
[TIMER] TEMPest Planning Time for Plan19: Elapsed time: 37.0772 seconds
[TIMER] TEMPest Planning Time for Plan20: Elapsed time: 38.9400 seconds
